50,50
55,50
57.1651,51.25
57.1651,48.75
47.5,54.3301
45.3349,55.5801
47.5,56.8301
47.5,45.6699
47.5,43.1699
45.3349,44.4199
49.4632,84.662
58.6408,97.9886
56.3759,93.7856
75.6877,73.1601
81.4806,56.1449
80.7773,15.6531
31.9565,96.5715
77.5979,84.8055
43.3992,93.3649
20.1559,74.753
78.2993,82.9541
72.6657,71.3345
51.2719,12.9169
70.1932,80.4658
71.9224,20.1674
62.0123,92.585
53.8542,93.6863
73.7274,86.8446
93.5444,44.114
16.3849,49.686
75.8934,71.941
31.9224,78.0538
76.0861,26.8462
87.785,41.8333
65.3812,84.4307
90.4671,39.9756
80.7482,24.4581
0.681699,54.1346
15.0406,42.5364
46.8576,1.42802
76.8536,16.916
57.8299,89.0157
48.266,16.1587
85.1682,83.2874
89.1347,65.4422
17.1394,70.0259
40.8815,19.4998
66.2825,90.2008
71.3651,10.2487
15.6781,24.3048
22.7369,77.1328
87.501,70.7972
15.0925,22.0964
34.8637,91.1733
69.1823,24.5523
96.6026,43.3796
1.75759,62.399
45.5998,2.15294
35.5207,77.1483
66.7664,92.5392
12.2384,77.8725
80.2684,64.0797
22.6991,78.0397
51.0197,86.3425
35.119,92.1732
15.7609,24.7587
48.507,17.4554
92.5726,58.16
69.2412,94.3476
35.3713,82.5284
35.2477,20.1826
55.6224,18.3505
31.6471,11.0349
92.1641,75.9483
79.5197,70.7796
40.0389,11.4069
36.2178,19.9115
69.7289,6.34288
85.3043,55.3282
77.5784,87.6288
2.28307,43.3458
97.1473,34.4058
98.5249,50.0401
31.7171,16.8008
7.27488,59.5921
1.94722,52.4086
9.19393,34.5301
9.27242,50.8116
51.1355,91.9944
72.9422,9.09317
91.4842,40.6305
82.856,67.1408
59.137,94.6503
5.32,67.7365
91.5719,72.6956
46.4202,18.739
63.3722,10.801
89.4709,24.3515
3.15502,50.793
26.1594,22.065
59.3624,20.9964
18.4601,48.356
61.1947,83.4699
32.5422,24.2913
16.0691,83.8726
48.0185,18.9547
49.2168,5.66209
22.4227,91.7
20.3215,82.5305
78.2131,62.0113
19.4128,35.776
29.7657,85.2423
44.1733,9.20424
33.6282,3.29333
77.1493,71.3542
81.2234,76.2897
71.0349,84.0012
38.3957,86.0445
33.8744,19.0692
19.0089,65.6917
90.1406,69.4165
60.5391,6.71013
24.4902,20.0933
94.3511,29.5875
12.1673,79.3022
62.1298,95.3339
22.0991,30.5242
11.4792,40.0359
77.1848,70.445
0.996655,57.886
80.0896,34.6698
75.85,31.301
75.6264,66.1136
25.6954,23.2001
35.107,94.7341
13.9812,72.5436
81.2704,45.9225
83.7626,55.1131
27.5196,22.2264
47.6315,85.482
48.8378,91.3939
22.5319,66.9146
75.4561,73.5245
62.3628,20.2405
60.7972,93.1828
90.6674,53.623
28.6155,75.3641
84.7842,18.01
40.871,13.2579
53.7033,90.0316
